text,class
"Wszelkie spory wynikłe w związku z realizowaniem umów kupna – sprzedaży między sklepem a konsumentami będą rozstrzygane w pierwszej kolejności na drodze negocjacji, z intencją polubownego zakończenia sporu. Jeśli jednak nie byłoby to możliwe, lub też byłoby niesatysfakcjonujące dla którejkolwiek ze stron, wszelkie spory będą rozstrzygane przez sąd właściwy dla siedziby Sprzedawcy.",KLAUZULA_ABUZYWNA
Stan techniczny samochodu kupującemu jest znany,KLAUZULA_ABUZYWNA
"Dostawca usług uprawniony jest wypowiedzieć Umowę Abonencką w całości bądź w zakresie niektórych Usług lub Pakietów Taryfowych w trybie określonym w niniejszym paragrafie, wskazując wyraźnie, świadczenie jakich Usług lub Pakietów Taryfowych objętych Umową Abonencką wypowiada.",KLAUZULA_ABUZYWNA
"W przypadku zawarcia przez Zleceniodawcę ugody z Dłużnikiem po wniesieniu pozwu do Sądu, wynagrodzenie Zleceniobiorcy, o którym mowa w § 3 ust. 2 niniejszej Umowy, zostanie obliczone od kwoty objętej ugodą z zastrzeżeniem, iż w przypadku braku przyznania całości kosztów zastępstwa procesowego od Dłużnika, kwota wynagrodzenia zostanie powiększona o ½ stawki minimalnej kosztów zastępstwa procesowego należnych w sprawie",KLAUZULA_ABUZYWNA
"Osoby, które chcą robić zdjęcia w strefie gry muszą poinformować o tym fakcie organizatora oraz muszą mieć założoną maskę ochronną, kamizelkę ostrzegawczą – ponoszą również ryzyko, że przypadkowy strzał kulki paintball-owej może uszkodzić sprzęt fotograficzny/video. Robią to na własną odpowiedzialność i nie będą w przypadku uszkodzenia sprzętu wnosić wobec organizatora żadnych roszczeń",KLAUZULA_ABUZYWNA
Rodzice/Opiekunowie są odpowiedzialni za bezpieczeństwo Dzieci korzystających z Sali Zabaw.,KLAUZULA_ABUZYWNA
Wszystkie roszczenia zgłoszone po wyjściu z pomieszczeń Sali zabaw zostaną uznane za nie powstałe Sali zabaw Czas Dziecka.,KLAUZULA_ABUZYWNA
"Każdy gracz bierze udział dobrowolnie i gra na własną odpowiedzialność, każdy gracz jest świadom ryzyka na jakie się naraża w trakcie gry. Sugerowane jest wykupienie ubezpieczenia dla sportów ekstremalnych we własnym zakresie",KLAUZULA_ABUZYWNA
"Rodzice/Opiekunowie wyrażają zgodę, aby każde pismo polecone kierowane przez Szkołę lub organ prowadzący Szkołę do Rodziców/Opiekunów pod adresy wskazane w niniejszej Umowie lub inny przedstawiony na piśmie Szkole i organowi prowadzącemu, było uznane za skutecznie doręczone.",KLAUZULA_ABUZYWNA
"Wypłata pożyczki na rachunek - opłata za wypłatę środków od 10 PLN do 20 PLN - prowizja od wypłaty środków (liczona od kwoty wypłacanej) od 12% do 27,0%, Pozostałe opłaty i prowizje Opłata za zmianę limitu 20 PLN Prowizja za zwiększenie Limitu (liczona od kwoty zwiększenia) od 1% do 4% Opłata za zmianę Kwoty Minimalnej 20,0 PLN Prowizja za zmianę Kwoty Minimalnej (liczona od wartości Limitu) od 1% do 4,00% Opłata miesięczna za utrzymanie konta od 40,00 PLN do 60,00 PLN Opłata roczna za utrzymanie limitu 20,00 PLN",KLAUZULA_ABUZYWNA
"Nabywca wyraża zgodę na przejazd samochodami budowlanymi przez teren Nieruchomości, jeśli prace dotyczące realizacji Przedsięwzięcia Deweloperskiego prowadzone będą po oddaniu Budynku do użytkowania oraz znoszenie ich uciążliwości związanych z dokończeniem realizacji Przedsięwzięcia Deweloperskiego oraz dalszych inwestycji, sąsiadujących z Nieruchomością, która to zgodę zobowiązuje się wyrazić ponownie w Umowach.",KLAUZULA_ABUZYWNA
"Organizatorzy nie ponoszą jakiejkolwiek odpowiedzialności za wszelkie skutki, wypadki, uszczerbki na zdrowiu, urazy emocjonalne, utratę życia, wszelkie szkody materialne wynikające z udziału w grach i nieprzestrzegania powyższego regulaminu",KLAUZULA_ABUZYWNA
"W przypadku, gdy płatność na rzecz partnera Edom z powodu braku karty kredytowej klienta jest realizowana za pomocą karty kredytowej Edom warunki anulacji rezerwacji są następujące: - do 65 dni przed wyjazdem – 20% wartości rezerwacji, min. 150,- zł. - od 65 do 40 dni przed wyjazdem – 50% wartości rezerwacji - od 40 do 5 dni przed wyjazdem – 80% wartości rezerwacji - od 5 dni do dnia wyjazdu – 100% wartości rezerwacji",KLAUZULA_ABUZYWNA
"Za nieprzestrzeganie jakiegokolwiek punktu Regulaminu Parku grozi bezwzględne wydalenie z terenu Parku, bez zwrotu kosztów biletu",KLAUZULA_ABUZYWNA
"Nabywca nie może rozporządzić w przyszłości swoim prawem skutkującym naruszeniem powyższych postanowień (tj. dotyczących powierzenia zarządu nieruchomością wspólną). Nabywca zobowiąże się zapewnić przestrzeganie niniejszych zasad przez swoich następców prawnych, a oświadczenie to zobowiązuje się powtórzyć w Umowie przeniesienia własności",KLAUZULA_ABUZYWNA
"Osoby, które nie stosują się do powyższego Regulaminu, a w szczególności, gdy zachowują się w sposób niebezpieczny, nie zostaną dopuszczeni do dalszego oddawania strzałów.",KLAUZULA_ABUZYWNA
"Oryginał paragonu należy dołączyć do odsyłanego towaru. Towary noszące ślady używania, ingerencji nie podlegają zwrotowi. Przesyłki nie posiadające nadanego numeru referencyjnego ARTI nie będą przyjmowane.",KLAUZULA_ABUZYWNA
"W przypadku wcześniejszego wydania przedmiotu najmu, przed ustaniem stosunku najmu, jeżeli okres pomiędzy faktycznym wydaniem lokalu a upływem okresu najmu jest dłuższy niż 7 dni, Najemca wnosi zryczałtowaną opłatę 100 zł, z której pokryte zostaną koszty późniejszego posprzątania pokoju",KLAUZULA_ABUZYWNA
Podmiot prowadzący sklep nie ponosi odpowiedzialności za przerwy w korzystaniu ze sklepu internetowego zaistniałe z przyczyn technicznych lub innych od niego niezależnych.,KLAUZULA_ABUZYWNA
"Strony ustalają, że w przypadku rozwiązania umowy podczas pierwszego roku nauki, Student który skorzystał z promocji przy opłacie administracyjnej (wpisowej) zobowiązany jest do wyrównania kwoty opłaty administracyjnej (wpisowego) na rzecz Uczelni w pełnej wysokości tj. 500 zł.",KLAUZULA_ABUZYWNA
"Urządzenia w Energylandii posiadają standardowe rozmiary foteli, siedzisk i krzesełek oraz posiadają ograniczenia dotyczące wagi i wzrostu oraz zasad użycia systemów zabezpieczających. Osoby o niestandardowych wymiarach i wadze muszą się liczyć z możliwością nieskorzystania z niektórych lub w wyjątkowych sytuacjach wszystkich atrakcji. Nie możność skorzystania z urządzeń i atrakcji Parku ze względu na nietypowe gabaryty (wzrost, waga, szerokie biodra etc) nie mogą stanowić podstawy do reklamacji, odszkodowań ani jakichkolwiek innych roszczeń (zwrot za bilet, rabaty etc.) w stosunku do Parku Rozrywki Energylandia.",KLAUZULA_ABUZYWNA
"Student jest zobowiązany do rozliczenia się z płatności wobec MUL-APC INC, pod rygorem podjęcia przez Uniwersytet stosownych działań przewidzianych w obowiązującym Regulaminie Studiów Uniwersytetu",KLAUZULA_ABUZYWNA
"Nabywca zobowiązuje się również nie dokonywać jakichkolwiek czynności faktycznych i prawnych, które mogłyby opóźnić lub utrudnić realizację czynności objętych treścią pełnomocnictwa, o którym mowa powyżej lub ograniczyć możliwość podejmowania czynności na podstawie tego pełnomocnictwa. Nabywca ponadto oświadcza, że zobowiązuje się powstrzymać od: - korzystania ze środków prawnych zmierzających do zakwestionowania orzeczeń administracyjnych dotyczących Nieruchomości (w tym budynków i garaży), a w szczególności: odwołań, zażaleń, skarg o wznowienie postępowania itp.; dotyczy to także orzeczeń administracyjnych, które mogą zostać wydane w związku kolejnymi przedsięwzięciami deweloperskimi Dewelopera w związku z etapowym charakterem prac, w tym zamiennych pozwoleń na budowę i pozwoleń na użytkowanie, - dokonywania jakichkolwiek czynności faktycznych lub prawnych, które mogłyby uniemożliwić, opóźnić lub utrudnić czynności objęte zgodą wyrażoną powyżej lub zakresem umocowania wynikającym z pełnomocnictw, o których mowa wyżej.",KLAUZULA_ABUZYWNA
Za rzeczy pozostawione na terenie Górki Lodowej Organizator nie ponosi żadnej odpowiedzialności.,KLAUZULA_ABUZYWNA
"Wysokość czesnego podlegać będzie zmianie stosownie do wskaźnika wzrostu cen i towarów ogłaszanego przez GUS, jak również w sytuacji zmiany wysokości kosztów utrzymania szkoły. W sytuacji zmiany kosztów utrzymania Szkoły Rodzice będą informowani przez Dyrektora Szkoły w formie pisemnej w terminie 14 dni naprzód przed zmianą wysokości czesnego (czynność ta nie wymaga aneksowania umowy) i będą mogli wypowiedzieć umowę z zachowaniem 3 miesięcznego terminu wypowiedzenia na koniec miesiąca kalendarzowego.",KLAUZULA_ABUZYWNA
"Ewentualne spory wynikłe w związku z realizacją transakcji w sklepie Loxpol, strony rozstrzygać będą poprzez porozumienie stron. W przypadku braku porozumienia rozstrzygnięcie sporu zostanie oddane sądowi właściwemu dla siedziby firmy Loxpol.",KLAUZULA_ABUZYWNA
"Strony ustalają zgodnie, iż nieodebranie przedmiotu umowy w terminie określonym w par. 3 pkt. 4 niniejszej umowy, będzie równoznaczne z wykonaniem usługi przez Wykonawcę a Zamawiającemu nie przysługuje żadne roszczenie z tego tytułu względem Wykonawcy. Zlecenie zostaje uznane przez Zamawiającego za wykonane",KLAUZULA_ABUZYWNA
"Na wniosek i koszt Nabywcy może zostać zawarta przedwstępna umowa sprzedaży w formie aktu notarialnego, u notariusza prowadzącego kancelarię notarialną w tej samej miejscowości, w której znajduje się Lokal.",KLAUZULA_ABUZYWNA
Odpłatność za catering określona jest w cenniku dostępnym na stronie internetowej www.pozytywka.edu.pl/zlobek.,KLAUZULA_ABUZYWNA
"Dziecięce Centrum Kreatywnej Zabawy zastrzega sobie prawo do zamieszczania wybranych zdjęć z Przyjęcia Urodzinowego na swojej stronie internetowej oraz w swoich materiałach reklamowych. W przypadku, gdy rodzice Jubilata lub Gości nie wyrażają zgody na wykorzystanie zdjęć z udziałem ich dziecka, należy powiadomić o tym Personel Fantazji drogą e-mailową na adres: recepcja@fantazjacentrumdladzieci.pl lub pisemnie, przed Przyjęciem Urodzinowym",KLAUZULA_ABUZYWNA
Pobyt na terenie Parku Rozrywki Rodzinnej BOBOLANDIA oznacza znajomość i akceptację regulaminu.,KLAUZULA_ABUZYWNA
Wejście do Parku Linowego następuje na własną odpowiedzialność.,KLAUZULA_ABUZYWNA
W razie wypadku spowodowanego nieprzestrzeganiem regulaminu zjeżdżalni wszelką odpowiedzialność ponosi użytkownik,KLAUZULA_ABUZYWNA
Ewentualne spory wynikające z niniejszej faktury strony poddają pod rozstrzygnięcie sądu właściwego dla siedzibą Sprzedającego,KLAUZULA_ABUZYWNA
Wszelkie spory wynikłe na tle zawartej umowy podlegają wyłączności sądu powszechnego dla siedziby firmy przyjmującej zamówienie,KLAUZULA_ABUZYWNA
łączna wysokość kary umownej należnej Nabywcy od Dewelopera na podstawie postanowień niniejszej Umowy nie może przekroczyć kwoty stanowiącej równowartość 3% (trzech procent) Ceny.,KLAUZULA_ABUZYWNA
"Nabywca został poinformowany oraz akceptuje fakt, że lokal użytkowy zlokalizowany na parterze Budynku może być przeznczony na prowadzenie działalności związanej z opieką nad dziećmi i wyraża zgodę na korzystanie przez dzieci uczęszczające do wyżej wskazanego punktu opieki z placu zabaw znajdującego się na nieruchomości wspólnej, jednakże w sposób nieuciążliwy dla właścicieli lokali, z zastrzeżeniem, że uprawniony, wykonując swoje prawa, zobowiązany będzie do partycypowania w kosztach utrzymania i eksploatacji placu zabaw.",KLAUZULA_ABUZYWNA
"Zmiana Taryfy polegająca na obniżeniu lub uchyleniu opłat lub prowizji w niej zawartych możliwa jest w każdym czasie i nie jest uzależniona od wystąpienia przesłanek, o których mowa w ust. 2. Jeżeli wprowadzane zmiany opłat lub prowizji obejmują czynności, które są lub mogą być wykonywane w związku z Umową kredytu, Bank informuje, na trwałym nośniku, w szczególności na piśmie lub drogą elektroniczną Kredytobiorcę oraz inne osoby będące dłużnikami Banku z tytułu zabezpieczenia kredytu o zakresie wprowadzanych zmian nie później niż jeden miesiąc przed datą ich wejścia w życie;",KLAUZULA_ABUZYWNA
"W przypadku braku spłaty należności Pożyczkodawcy z tytułu udzielonej Pożyczkobiorcy pożyczki, w terminie określonym w niniejszej Umowie Pożyczki, Pożyczkodawca ma prawo do wystąpienia na drogę windykacyjną. Wpłaty dokonane przez Pożyczkobiorcę zaliczone będą na spłatę należności z tytułu Umowy Pożyczki, bez względu na ewentualne późniejsze dyspozycje Pożyczkobiorcy, według następującej kolejności: a) koszty windykacji, w tym koszty upomnień i wezwań związane z dochodzeniem roszczenia; b) prowizje i opłaty oraz koszty płatne zgodnie Umową Pożyczki; c) odsetki od kapitału przeterminowanego; d) wymagalne odsetki za okresy obrachunkowe; e) kapitał przeterminowany; f) odsetki bieżące; g) kapitał niewymagalny.",KLAUZULA_ABUZYWNA
Za szkody spowodowane przez dzieci odpowiadają rodzice/opiekunowie.,KLAUZULA_ABUZYWNA
Każda ze stron ma prawo do pisemnego wypowiedzenia umowy z jednomiesięcznym wypowiedzeniem.,KLAUZULA_ABUZYWNA
"W przypadku gdy umowa zostanie rozwiązana przez Poszkodowanego po wysłaniu zgłoszenia szkody, Zleceniobiorcy przysługuje wynagrodzenie, o którym mowa w § 3 oraz zwrot kosztów wyszczególnionych w § 3 pkt 5. .",KLAUZULA_ABUZYWNA
"Przerwa w realizacji przedmiotu umowy, bez jej uprzedniego wypowiedzenia przez RODZICÓW, nie zwalnia RODZICÓW od obowiązku opłat z tytułu czesnego do końca okresu przewidzianego w §2 niniejszej umowy.",KLAUZULA_ABUZYWNA
"Sprzedawca dokonuje korekty uprzednio wystawionego Dokumentu Finansowego w przypadku stwierdzenia błędów w pomiarze lub odczycie wskazań Układu pomiarowo-rozliczeniowego, które spowodowały zawyżenie lub zaniżenie należności za pobraną energię elektryczną.",KLAUZULA_ABUZYWNA
"Pożyczkobiorca zobowiązany jest do natychmiastowego informowania Pożyczkodawcy o zmianie swojego adresu zamieszkania. W przypadku braku takiej informacji wszelka korespondencja kierowana na dotychczas znany Pożyczkodawcy adres zamieszkania Pożyczkobiorcy będzie uznana za skutecznie złożoną i doręczoną, a wizyty Przedstawiciela Handlowego pod dotychczasowym adresem będą uważane za należyte wykonanie usługi obsługi w domu.",KLAUZULA_ABUZYWNA
"Operator nie ponosi odpowiedzialności za szkody powstałe po stronie korzystających z usług Operatora bądź Dostawców, wynikające z wystąpienia siły wyższej, a także przyczyn niezależnych od Operatora, do których w szczególności zaliczyć należy zawieszenie działalności Dostawcy, strajki pracowników linii lotniczych, pracowników portów lotniczych, pracowników hoteli itp., czy też odwołanie przelotu lub zamiana przez Dostawcę hotelu na inny w niepogorszonym standardzie.",KLAUZULA_ABUZYWNA
Firma nie odpowiada za uszkodzenia pojazdów spowodowane kolizjami między użytkownikami parkingu lub złym stanem technicznym pojazdu. W takich przypadkach zastosowanie mają zasady jak przy wypadkach drogowych. Firma nie odpowiada również za spalenie się pojazdu spowodowane kolizją lub złym stanem technicznym.,KLAUZULA_ABUZYWNA
"W razie opóźnienia w dokonywaniu opłat, o których mowa w § 7, przekraczającego 15 dni kalendarzowych, Szkoła zastrzega sobie prawo wypowiedzenia niniejszej umowy ze skutkiem od dnia doręczenia Słuchaczowi wypowiedzenia.",KLAUZULA_ABUZYWNA
"Pośrednik zachowuje prawo do całości wynagrodzenia po upływie terminu wskazanego w § 4 ust. 1 w przypadku gdy: a) Zlecający zawrze umowę powołaną w ust. 2 z osobą wskazaną przez Pośrednika jako nabywca/najemca/dzierżawca Nieruchomości bądź osobą jemu bliską, zgodnie z art. 4 pkt. 13 ustawy o gospodarce nieruchomościami lub z innym podmiotem w jakikolwiek sposób z nim powiązanym, b) przedstawiony zostanie przez Pośrednika klient, który na piśmie wyrazi gotowość zawarcia umów wskazanych w ust. 2 za ceną ofertową, czynszu najmu/dzierżawy",KLAUZULA_ABUZYWNA
Za rzeczy pozostawione w lokalu plac zabaw Bajkowy Labirynt nie odpowiada,KLAUZULA_ABUZYWNA
"Nabywca wyraża zgodę na obciążenie Nieruchomości oraz Lokalu Garażowego: odpowiednimi ograniczonymi prawami rzeczowymi na rzecz gestorów mediów, odpowiednimi ograniczonymi prawami rzeczowymi (np. służebnościami, prawem użytkowania) na rzecz osób trzecich oraz właścicieli lokali wybudowanych w ramach Przedsięwzięcia Deweloperskiego w celu zapewnienia właścicielom lokali wybudowanych w ramach Przedsięwzięcia Deweloperskiego wzajemnego, niezakłóconego i pełnego korzystania z przysługujących im praw do nieruchomości wspólnej, Budynków oraz należących do nich lokali .Ponadto Nabywca wyraża zgodę na zrzekanie się przez Dewelopera służebności ustanowionych na rzecz każdoczesnego właściciela Nieruchomości, zmianę ich treści oraz na wykreślenie z ksiąg wieczystych prowadzonych dla Nieruchomości oraz Nieruchomości oraz nieruchomości sąsiednich, pod warunkiem, że zostanie zapewniony dla Nieruchomości dostęp do niezbędnej infrastruktury technicznej.",KLAUZULA_ABUZYWNA
"Niniejsze Warunki sprzedaży w całości podlegają przepisom prawa hiszpańskiego. Klient wyraźnie zrzeka się z właściwej mu jurysdykcji, poddając się wyłącznej jurysdykcji i właściwości Sądów i Trybunałów w Barcelonie (Hiszpania).",KLAUZULA_ABUZYWNA
"Informacje przekazane w związku z realizacją Umowy nie mogą być przekazywane osobom trzecim, publikowane ani ujawniane w jakikolwiek inny sposób w okresie obowiązywania Umowy. Powyższe zobowiązanie nie dotyczy informacji przekazywanych przez Strony podmiotom z grupy Kapitałowej",KLAUZULA_ABUZYWNA
"Szkoła nie odpowiada za rzeczy wartościowe wniesione na teren Szkoły przez Ucznia, które uległy zniszczeniu, zagubieniu lub utracie w inny sposób.",KLAUZULA_ABUZYWNA
"Za pozostawione w pojeździe pieniądze lub inne rzeczy, wyposażenie dodatkowe firma nie odpowiada",KLAUZULA_ABUZYWNA
Zachowaj paragon fiskalny za zakup biletu – jest on dowodem ubezpieczenia.,KLAUZULA_ABUZYWNA
"W przypadku naruszenia zasad realizacji Vouchera (wykorzystania Prezentu) zarówno Obdarowanemu jaki i Klientowi nie przysługuje jakiekolwiek roszczenie odszkodowawcze, w szczególności o zwrot zapłaconej kwoty;",KLAUZULA_ABUZYWNA
"W przypadku konieczności skierowania sporu wynikłego ze stosowania niniejszej umowy na drogę postępowania sądowego, sądem właściwym będzie Sąd właściwy dla miejsca siedziby Wynajmującego.",KLAUZULA_ABUZYWNA
"Stawający oświadczają, że wskazane wyżej świadczenie pieniężne Nabywcy obejmuje świadczenie z tytułu nabycia Lokalu wraz z odpowiednim udziałem w Nieruchomości Wspólnej, a także należny podatek od towarów i usług. Wysokość świadczenia podlega tajemnicy handlowej, co oznacza, że strony zobowiązują się jej nie ujawniać osobom trzecim, nadto wysokość ta jest ostateczna, nie podlega waloryzacji i może ulec zmianie jedynie wskutek: c) zmiany wskaźnika inflacji ogłaszanego przez Główny Urząd Statystyczny, określającego wzrost cen towarów i usług konsumpcyjnych, o którym mowa poniżej. Strony postanawiają, iż w przypadku wzrostu wskaźnika inflacji ogłaszanego przez Główny Urząd Statystyczny, określającego wzrost cen towarów i usług konsumpcyjnych powyżej 3% (trzech procent) w stosunku rocznym, określona wyżej wysokość świadczenia pieniężnego ulegnie modyfikacji o wskaźnik inflacji.",KLAUZULA_ABUZYWNA
"Najemca zobowiązuje się wykupić polisę ubezpieczenia osób fizycznych w życiu prywatnym co najmniej na kwotę 50.000 zł i utrzymać we wskazanej kwocie przez cały okres obowiązywania niniejszej umowy i jej kopię wraz z dowodem opłacenia składki przekazać w terminie 7 dni od zawarcia niniejszej umowy najmu na korespondencyjny adres mailowy. Zakres ubezpieczenia objęty polisą musi obejmować odpowiedzialność cywilną Najemcy za szkody powstałe w mieniu najmowanym. W razie niewykonania powyższego obowiązku, wysokość czynszu ustalona ulegnie zwiększeniu o 300 zł.",KLAUZULA_ABUZYWNA
Konsekwencją zaległości finansowych jest rozwiązanie Umowy edukacyjnej oraz wykreślenie dziecka z ewidencji uczniów Szkoły,KLAUZULA_ABUZYWNA
Dyrektor w I Liceum Ogólnokształcącego im. Stefana Czarnieckiego w Chełmie nie ponosi odpowiedzialności za zagubione albo utracone na terenie obiektu przedmioty lub dokumenty.,KLAUZULA_ABUZYWNA
"Pralnia nie ponosi odpowiedzialności za użyte przez producenta elementy odzieży np. guziki, dodatki krawieckie, aplikacje nieodporne na zalecany przez niego proces prania P i A",KLAUZULA_ABUZYWNA
Spółka nie ponosi odpowiedzialności odszkodowawczej za przerwy w świadczeniu usług spowodowane: 3. Przerwami w zasilaniu energetycznym urządzeń kanalizacyjnych.,KLAUZULA_ABUZYWNA
"Opłata za pisemne upomnienie - 1-sze: 45,00 zł Opłata za pisemne upomnienie -2-gie: 45,00 zł Opłata za pisemne upomnienie - 3-cie:45,00 zł",KLAUZULA_ABUZYWNA
"Strony uzgadniają, że ceny wynajmu Sali mogą ulec zmianie w przypadku wzrostu kosztów utrzymania z przyczyn niezależnych od Wynajmującego, takich jak np.: zmiana cen żywności, zmiana energii elektrycznej, gazu itp.",KLAUZULA_ABUZYWNA
"Wszelkie spory wynikające z Umowy, które nie zostaną przez Strony rozwiązane polubownie, zostaną poddane pod rozstrzygnięcie sądu powszechnego w Poznaniu.",KLAUZULA_ABUZYWNA
Wszelkie ewentualne spory rozstrzygane będą przez Sąd Cywilny w Katowicach.,KLAUZULA_ABUZYWNA
"Nabywca wyraża zgodę: [na] prowadzenie działalności gospodarczej w lokalu o innym przeznaczeniu niż mieszkalne (tj. biurowo-handlowo-usługowego) w Budynku 30 (dalej: Lokal US, robocze oznaczenie: LU1), a w szczególności wyraża zgodę na: funkcjonowanie tego lokalu w godzinach wynikających z przepisów prawa miejscowego, specyfiki prowadzonej w lokalu działalności gospodarczej i przy uwzględnieniu zasad współżycia społecznego oraz na bezpłatne umieszczenie na elewacji budynku, w bezpośrednim sąsiedztwie Lokalu US podświetlanego szyldu i reklamy działalności prowadzonej w tym lokalu oraz zobowiązuje się do niepodejmowania żadnych działań utrudniających funkcjonowanie tego lokalu.",KLAUZULA_ABUZYWNA
"Niezależnie od godzin określonych w ust. 7, Bank może sporządzić nową Tabelę kursów walut Banku, jeśli w okresie pomiędzy tymi godzinami nastąpiła – w odniesieniu do co najmniej jednej waluty wymienionej w Tabeli kursów walut Banku – zmiana Średniego rynkowego kursu waluty o co najmniej połowę wartości Spreadu walutowego sprzedaży lub Spreadu walutowego kupna w odniesieniu do obowiązującej tabeli.",KLAUZULA_ABUZYWNA
"Strony oświadczają, że w dniu 2018 roku, zawarta została umowa deweloperska, /2018 (dalej Umowa deweloperska), na mocy której to umowy, Sprzedający i Nabywca zobowiązali się do zawarcia umowy sprzedaży Lokalu i oświadczają, że zawierając niniejszą umowę nie zachowują względem siebie żadnych roszczeń wynikających z powołanej wyżej umowy odnośnie przedmiotowego Lokalu.",KLAUZULA_ABUZYWNA
"Nabywca oświadcza, że zobowiązuje się udzielić Deweloperowi nieodwołalnego pełnomocnictwa, z prawem substytucji, na okres do zakończenia sprzedaży lokali w ramach Inwestycji, do dokonywania następujących czynności i to na warunkach według uznania pełnomocnika. Jednocześnie strony zgodnie postanawiają, że właściwa treść pełnomocnictwa zostanie określona w Umowach, przy czym: · pełnomocnik będzie mógł być drugą stroną dokonywanych w imieniu mocodawcy czynności prawnych oraz będzie mógł reprezentować pozostałe strony tych czynności · w przypadku zbycia Przedmiotów niniejszej Umowy Nabywca zobowiązany będzie poinformować nowego nabywcę o faktach wskazanych w niniejszym paragrafie oraz w Umowach, doprowadzić do udzielenia deweloperowi przez tegoż nabywcę (w akcie notarialnym obejmującym zbycie Przedmiotów niniejszej Umowy) pełnomocnictwa oraz zgód (w zakresie jaki określony zostanie w Umowach) oraz zobowiązać go do doprowadzenia (w przypadku dalszego istnienia takiej konieczności) do udzielenia stosowanego pełnomocnictwa i zgód także przez kolejnych nabywców .",KLAUZULA_ABUZYWNA
Wykupienie biletu traktowane jest jako zapoznanie się z regulaminem placu zabaw i wyrażeniem zgody na jego przestrzeganie.,KLAUZULA_ABUZYWNA
"Kredytobiorca oświadcza, że przed zawarciem Umowy kredytu otrzymał: 1) Regulamin kredytu gotówkowego; 2) wyciąg z Taryfy prowizji i opłat za czynności bankowe Banku Spółdzielczego w Księżpolu dla klientów indywidualnych; 3) wzór weksla własnego in blanco Kredytobiorcy wraz z deklaracją wekslową 4) Formularz Informacyjny kredytu; 5) Wzór pełnomocnictwa do dysponowania środkami na rachunku bankowym; 6) Informacja dla klientów dotycząca sposobu składania reklamacji, skarg i wniosków w Banku Spółdzielczym w Księżpolu; 7) Wzór Oświadczenia o odstąpieniu od Umowy kredytu; 8) Ogólne Warunki Ubezpieczenia oraz Karta Produktu Ubezpieczeniowego stanowiące załączniki do Umowy kredytu oraz wzór Umowy kredytu.",KLAUZULA_ABUZYWNA
"Kredytobiorca oświadcza, że przed zawarciem Umowy kredytu otrzymał: 1) Regulamin; 2) Ogólne Warunki Ubezpieczenia oraz Kartę Produktu Ubezpieczeniowego; 3) wyciąg z Taryfy; 4) wzór weksla własnego in blanco Kredytobiorcy wraz z deklaracją wekslową; 5) Wzór Oświadczenia o odstąpieniu od Umowy kredytu; 6) Formularz Informacyjny; 7) Dyspozycja wypłaty kredytu; 8) Informacja dla klientów dotycząca sposobu składania reklamacji, skarg i wniosków w Banku Spółdzielczym w Księżpolu; 9) Wzór pełnomocnictwa do dysponowania środkami na rachunku bankowym (zapis usunąć, jeżeli Kredytobiorca nie posiada w Banku ROR) stanowiące załączniki do Umowy kredytu oraz wzór Umowy kredytu;",KLAUZULA_ABUZYWNA
Do rozstrzygnięcia wszelkich sporów wynikających z niniejszej umowy właściwy jest Sąd Rejonowy dla Łodzi Śródmieścia w Łodzi.,KLAUZULA_ABUZYWNA
Wszelkie spory wynikające z niniejszej umowy będą rozstrzygane przez Sąd Rejonowy w Warszawie.,KLAUZULA_ABUZYWNA
"W przypadku, kiedy Pożyczkobiorca zalega ze spłatą Pożyczki, Pożyczkodawca zastrzega sobie możliwość podejmowania czynności windykacyjnych.",KLAUZULA_ABUZYWNA
"Jeśli w kolejnym roku studiów wysokość opłaty, o której mowa w ust. 1 lit. a) i w ust. 4, ustalonej przez Rektora Politechniki Wrocławskiej, wzrośnie o 10% lub więcej w stosunku do roku poprzedniego, to opłata ta za aktualny rok studiów wyniesie 110 % opłaty za rok poprzedni.",KLAUZULA_ABUZYWNA
"W przypadku, gdy rzeczywista powierzchnia użytkowa lokalu składająca się na Całkowitą Powierzchnię Lokalu będzie mniejsza od powierzchni projektowanej, wówczas Spółka powiadomi o powyższym Nabywcę, zaś w przypadku różnicy pomiędzy rzeczywistą powierzchnią użytkową Lokalu Mieszkalnego a powierzchnią projektowaną przekraczającą 2% Nabywcy będzie przysługiwało prawo odstąpienia od niniejszej umowy w terminie 14 dni (czternastu) dni od otrzymania zawiadomienia, z prawem zwrotu dokonanych wpłat w nominalnej wysokości w terminie 30 (trzydziestu) dni, liczonych od dnia otrzymania przez Spółkę pisemnego oświadczenia Nabywcy o odstąpieniu od umowy. Jeżeli w wyżej wymienionym terminie Strona Nabywająca nie złoży takiego oświadczenia woli, wówczas cena określona w § 15 niniejszej umowy zostanie zmniejszona z uwzględnieniem cen za 1 m2 powierzchni określonej w ust. 3 niniejszego paragrafu.",KLAUZULA_ABUZYWNA
Żłobek zastrzega sobie prawo do wprowadzania zmian w niniejszym statucie. Strony zostaną poinformowane o zmianach odpowiednio wcześniej.,KLAUZULA_ABUZYWNA
Pożyczkodawca ma prawo wypowiedzieć umowę bez zachowania okresu wypowiedzenia w przypadku negatywnej oceny zdolności kredytowej Pożyczkobiorcy. Wszystkie zobowiązania Pożyczkobiorcy wobec Pożyczkodawcy stają się natychmiast wymagalne,KLAUZULA_ABUZYWNA
Wejście na teren Parku następuje na własną odpowiedzialność.,KLAUZULA_ABUZYWNA
